sample_name,Date_Melted,Date_Analyzed,depth_top,depth_avg,depth_bottom,time_top,time_avg,time_bottom,Li_7_LR_ppt,Be_9_LR_ppt,Rb_85_LR_ppt,Sr_88_LR_ppt,Y_89_LR_ppq,Mo_95_LR_ppt,Ag_107_LR_ppt,Cd_111_LR_ppt,Cs_133_LR_ppt,Ba_137_LR_ppt,La_139_LR_ppq,Ce_140_LR_ppq,Pr_141_LR_ppq,Nd_146_LR_ppq,Sm_147_LR_ppq,Eu_153_LR_ppq,Gd_157_LR_ppq,Tb_159_LR_ppq,Dy_163_LR_ppq,Ho_165_LR_ppq,Er_166_LR_ppq,Tm_169_LR_ppq,Yb_172_LR_ppq,Lu_175_LR_ppq,W_182_LR_ppt,Re_185_LR_ppt,Tl_205_LR_ppt,Pb_208_LR_ppt,Th_232_LR_ppq,U_238_LR_ppt,Al_27_MR_ppt,P_31_MR_ppt,S_32_MR_ppb,Sc_45_MR_ppq,Ti_47_MR_ppt,V_51_MR_ppt,Cr_52_MR_ppt,Mn_55_MR_ppt,Fe_56_MR_ppt,Co_59_MR_ppt,Ni_60_MR_ppt,Cu_63_MR_ppt,Zn_66_MR_ppt,Ga_69_MR_ppt,K_39_HR_ppb,As_75_HR_ppt,Ca_44_HR_ppb,Mg_24_HR_ppb,Na_23_HR_ppb,,,Zr_90_LR_ppt,Bi_209_LR_ppt
133,7-26-2022,04-07-2023,25.8272050429219,25.9139732725219,26.0007415021218,2011.92128538609,2011.88551534652,2011.84967672211,12.94396,0.42262,6.46427,21.49749,1524.86466,6.42597,0.47457,0.818849999999999,1.08315,45.87722,819.842845454546,1779.36093636364,215.761575757576,787.679124242424,200.543087878788,56.7579393939394,149.028775757576,29.3759545454545,124.490781818182,22.8302484848485,54.4435181818182,6.11935757575758,34.9293606060606,4.27802727272727,0.97153,1.41112,0.71499,13.7318,3133.4768,0.42444,3791.18255,3110.5023,13.97254085,7657.91578,84.01484,5.78707,21.8208,108.24044,2522.00956,3.56158,14.59396,11.80959,304.82503,3.58779,2.46085,12.37391,3.06795,7.3617,11.21724,,,18.59802,413.77157
134,7-26-2022,04-07-2023,26.0007415021218,26.1093135098194,26.2178855175171,2011.84967672211,2011.80473569462,2011.75968728244,14.8747,0.682630000000001,9.06041,32.875038,3376.3193,6.83344,2.07746,1.04308,1.39607,63.12254,2053.76523030303,3664.88413030303,492.03956969697,1664.22656666667,343.129224242424,93.351096969697,274.930157575758,45.0742060606061,235.971260606061,46.460403030303,116.823521212121,16.3200636363636,109.255787878788,15.6557636363636,0.84146,1.36674,0.85343,21.02906,3554.42475,0.52671,5987.24173,1179.4312,16.47139248,9679.79211,157.44483,9.43181,10.95067,165.70651,4746.33038,5.24679,14.77576,16.08172,228.92792,4.354,2.52351,13.80598,5.26048,7.13931,17.15461,,,11.93331,792.67188
135,7-26-2022,04-07-2023,26.2178855175171,26.3096398679781,26.4013942184391,2011.75968728244,2011.72153308606,2011.68330219593,17.20894,0.682630000000001,12.20549,61.903877,3606.06029,7.08402,0.443530000000001,1.51184,2.19577,73.40517,2388.91703636364,5027.53855757576,560.238493939394,2030.9195030303,475.007796969697,104.67676969697,370.77406969697,56.7587242424242,246.226727272727,46.8116242424243,120.923396969697,14.8115090909091,105.608515151515,14.3814575757576,1.47637,1.41043,1.23804,44.27177,6640.98718,0.58434,5733.04251,2161.65764,25.22613673,14169.54691,151.12531,12.01144,11.69998,215.08524,4990.27372,4.69155,15.94733,22.48918,285.18609,4.76507,3.45195,14.22367,9.7029,9.36205,22.16178,,,12.6546,1625.60011
136,7-26-2022,04-07-2023,26.4013942184391,26.4945125559726,26.5876308935062,2011.68330219593,2011.6444245668,2011.60546794676,19.05617,0.60262,8.81863,35.85673,2800.64649,6.20039,0.304970000000001,1.04708,1.94005,53.0998,1762.28868484848,3182.29741818182,410.799466666667,1440.88533333333,325.230754545455,93.1952757575758,284.573472727273,39.8700363636364,200.911703030303,37.0590909090909,99.1817757575758,14.3671909090909,69.8587212121212,12.3789757575758,1.98463,1.31461,0.70861,20.9639,7416.05971,0.49085,4605.87801,3314.923,11.88945804,13218.07569,110.15152,7.70548,9.81094,169.93536,3636.07722,4.13143,13.34159,20.97172,444.15981,4.16385,2.62116,10.04678,6.09105,6.56388,9.69736,,,12.27858,596.53085
137,7-26-2022,04-07-2023,26.5876308935062,26.6818614298171,26.776091966128,2011.60546794676,2011.56596561991,2011.52638240397,11.04007,0.24261,3.15009,15.689506,1205.45659,6.66412,0.306150000000001,0.32161,1.03295,31.00154,340.008127272727,791.724442424243,111.739445454545,334.365784848485,103.85266969697,32.9699272727273,74.7548393939394,15.8724848484849,87.7054757575758,17.1237848484848,30.672403030303,6.38541818181818,36.1478272727273,5.91642424242424,0.96008,1.09605,0.47772,10.99891,3604.53713,0.487509999999999,1740.94351,1743.12417,10.68686955,5873.90725,54.47799,3.49944,24.92633,64.10987,1035.84592,2.12963,6.23135,2.87665,160.07464,3.03131,2.29626,11.5982,3.28355,4.37512,13.81518,,,15.50894,205.76344
138,7-26-2022,04-07-2023,26.776091966128,26.8828951133772,26.9896982606264,2011.52638240397,2011.48142004086,2011.43635376358,11.71174,0.322620000000001,5.76362,15.51158,2005.91644,8.21526,0.948829999999999,0.680289999999999,1.47629,42.39677,782.877266666667,1703.57056969697,217.554424242424,800.040696969697,227.057751515151,60.0350848484849,213.693396969697,33.1160212121212,157.035978787879,27.3083151515152,66.7124787878788,10.9084212121212,49.9571090909091,8.00992727272727,0.91161,1.16601,0.75627,16.66508,2998.78677,0.69923,3313.89137,3706.02021,13.12594677,4268.29957,99.29844,5.31308,25.06467,66.8676,2396.83994,2.71653,8.5947,20.43773,188.05526,3.54864,1.97726,11.15068,3.71061,6.35879,4.47169,,,15.89592,496.39956
139,7-26-2022,04-07-2023,26.9896982606264,27.0811108127122,27.172523364798,2011.43635376358,2011.39769911561,2011.35896834422,10.36869,0.20261,1.50033,7.508256,627.96218,6.66884,0.413259999999999,0.37866,0.3944,22.37713,227.701451515152,582.047909090909,80.481396969697,225.789751515151,64.4602787878788,31.0000303030303,101.407109090909,10.3079909090909,55.5209848484849,16.7716848484849,24.0267151515152,3.72482727272727,27.2124090909091,3.27678787878788,0.982899999999999,0.90508,0.3709,5.98027,1818.59067,0.45759,1788.46116,3925.00213,6.37754218,3554.69616,55.64572,2.8633,83.78207,35.17931,1455.67354,1.75216,14.26067,17.86119,254.45638,2.95861,1.4338,8.13735,1.84549,4.67928,3.49686,,,11.98385,176.36632
140,7-26-2022,04-07-2023,27.172523364798,27.2571306398663,27.3417379149346,2011.35896834422,2011.32305308081,2011.28707260622,9.23701,0.24261,0.86866,7.200431,352.98045,6.34917,0.2544,0.26455,0.396430000000001,18.94533,132.069572727273,292.666421212121,51.8156727272727,103.303454545455,42.9735181818182,28.3773303030303,10.7021363636364,7.20647272727273,32.5345909090909,8.69272121212121,20.4482696969697,3.63613939393939,13.4031272727273,3.18576666666667,0.702259999999999,1.06313,0.38836,7.88583,1008.1662,0.39427,1272.3092,3353.12772,9.86003123,1235.48507,32.32535,1.65337,4.49542,26.15935,392.81672,1.17744,2.40354,8.0293,150.78907,2.82438,1.15961,8.22685,1.92934,4.06402,8.08877,,,8.75329,69.44826
141,7-26-2022,04-07-2023,27.3417379149346,27.4272250623698,27.512712209805,2011.28707260622,2011.25065172115,2011.21416426153,9.46892,0.26261,0.241449999999999,6.087431,352.94671,6.07504,0.31133,0.14636,0.24781,16.78591,108.644054545455,252.484415151515,44.6542121212121,123.984336363636,53.0006727272727,19.0264727272727,24.3059,7.48013636363636,26.1691272727273,7.99027878787879,17.3810303030303,2.74927575757576,17.8708363636364,2.73065757575758,0.290469999999999,0.64452,0.50217,4.48412,646.86485,0.283849999999999,1257.43081,3179.3863,14.47164118,165.07996,35.62248,1.4987,2.7155,52.69469,598.01644,1.35278,1.88845,1.62693,2596.97222,2.84395,0.91799,7.74949,1.50496,4.1522,6.6632,,,7.15785,127.78132
142,7-26-2022,04-07-2023,27.512712209805,27.6172403004624,27.7217683911199,2011.21416426153,2011.16945931454,2011.12465483328,10.53981,0.26261,1.07663,6.481615,556.52533,6.51523,0.28107,0.60693,0.35335,24.20118,231.921709090909,566.645960606061,73.6182484848485,193.899033333333,78.0685575757576,24.7672212121212,54.3463636363636,7.84502121212121,53.0455272727273,10.8878545454545,19.4258545454545,4.52300303030303,29.6493393939394,4.00496363636364,0.43078,0.925269999999999,0.46725,6.37437,842.16119,0.33418,1391.55272,3909.18436,13.29188394,819.21642,36.82457,2.6263,8.86278,52.63137,1824.72372,1.71076,6.71614,15.47571,986.03673,2.83277,1.19535,8.55504,1.52887,4.50689,7.02034,,,11.61848,159.8315
143,7-26-2022,04-07-2023,27.7217683911199,27.8125282301737,27.9032880692274,2011.12465483328,2011.08567118547,2011.04661249745,9.74745,0.22261,0.58237,4.73004,142.16369,5.8792,0.368679999999999,0.18304,0.29825,14.15985,40.4336090909091,182.135772727273,35.2027181818182,49.6192575757576,31.5139121212121,15.9100696969697,30.5496909090909,5.92937575757576,28.2909484848485,7.28783636363636,10.7353424242424,1.15292121212121,17.0585242424242,0.910218181818182,0.331519999999999,0.949809999999999,0.25606,2.02857,410.85484,0.31142,998.15317,5781.641,7.79022749,46.14606,37.06498,1.19186,2.77128,16.63616,353.53094,1.19692,0.37349,3.64766,152.99149,2.77125,1.01164,7.09312,1.15893,4.70958,4.18057,,,13.34525,60.7051
144,7-26-2022,04-07-2023,27.9032880692274,27.99856128993,28.0938345106325,2011.04661249745,2011.00553073563,2010.96436628469,10.40884,0.28261,1.39827,10.719009,865.8087,6.11574,0.35633,0.42349,0.44676,22.96535,279.149057575758,595.53166969697,83.3730272727273,261.610893939394,95.2579666666667,32.3138393939394,63.9783484848485,13.0455393939394,66.1300909090909,13.2585939393939,31.1836121212121,5.32118181818182,32.8985818181818,3.09474545454545,0.219139999999999,0.343639999999999,0.41158,9.31763,441.19972,0.559229999999999,1746.62826,1847.60278,15.97836871,492.14819,52.10817,2.33692,4.6288,162.44696,544.18328,1.58656,3.43372,51.77813,317.88815,2.91946,1.07007,8.82355,1.70751,5.31475,1.71669,,,8.67169,112.95047
145,7-26-2022,04-07-2023,28.0938345106325,28.1838528059905,28.2738711013484,2010.96436628469,2010.92539634194,2010.88635258018,15.51963,0.54262,7.02049,25.8622,3717.56711,6.49337,0.577310000000001,0.790330000000001,1.13089,69.80274,1127.73363030303,2370.08436969697,300.680845454545,1148.69165151515,299.40366969697,94.9962303030303,278.890603030303,46.2591696969697,252.609872727273,43.6488787878788,109.684518181818,14.8993090909091,93.4279151515151,16.7498484848485,0.6692,0.805909999999999,0.81687,26.42061,1702.66674,1.26176,5830.42547,1746.82915,28.49741229,8371.51919,214.6845,13.75834,12.20935,191.70541,5087.34828,5.37342,14.32127,34.44941,426.80195,4.11352,2.65417,13.35846,5.33911,7.37873,3.02649,,,13.01002,623.27736
146,7-26-2022,04-07-2023,28.2738711013484,28.3537804818978,28.4336898624472,2010.88635258018,2010.85163152241,2010.81685229422,16.7723,0.58262,11.3008,44.813993,4442.41684,7.04173,0.461840000000001,2.27448,1.628,89.15049,2227.20355151515,4623.90161212121,524.19553030303,2061.68643030303,461.37803030303,120.442496969697,342.982963636364,57.9446,289.762957575758,56.4798606060606,136.530539393939,19.1562545454545,123.475287878788,17.1121151515152,1.30408,1.45213,1.12258,48.38603,5878.43227,1.07473,7299.99501,3810.2817,26.47555092,13247.80917,162.87136,13.18157,42.1969,308.45279,4559.5989,7.83062,53.59574,29.79241,521.40196,4.55535,3.55499,14.6712,10.73022,10.55972,4.52569,,,18.77025,1595.2102
147,7-26-2022,04-07-2023,28.4336898624472,28.5242286340478,28.6147674056484,2010.81685229422,2010.77737650883,2010.73782604834,17.91078,0.762630000000001,11.23512,51.72944,5051.06611,7.55719,1.19655,1.58944,2.05386,82.27364,2695.83571212121,5368.32275151515,615.897406060606,2238.56138181818,499.388106060606,127.998963636364,436.010945454545,58.1243060606061,315.599666666667,55.7747848484849,142.411972727273,18.8901939393939,149.481415151515,19.114596969697,1.71877,1.71878,1.17208,46.32444,8008.39525,1.21561,6495.38392,1930.45206,19.13941032,16905.02665,180.80298,12.08129,10.63785,289.22657,7117.14735,6.14784,15.91703,16.56911,298.09583,4.67559,2.64316,14.6712,10.91784,8.58578,79.8183,,,9.20016,1381.78916
148,7-26-2022,04-07-2023,28.6147674056484,28.7036698350255,28.7925722644027,2010.73782604834,2010.69891773576,2010.65993742294,12.81299,0.46262,4.20024,26.628266,2257.79108,6.59678,0.31174,1.04704,0.91579,40.64288,798.097466666667,1722.19344242424,198.042881818182,734.520481818182,191.948384848485,52.9821666666667,154.683321212121,27.8242818181818,144.658687878788,28.9801303030303,76.1749151515152,9.66681212121212,53.6125060606061,5.8254,1.38732,1.20468,0.72544,20.12264,7249.93997,1.02277,2522.22352,2744.30514,15.53422716,10809.66418,80.09949,3.72147,5.61333,139.34641,1366.05714,4.56248,8.625,11.08115,211.06666,3.28858,1.50851,10.22579,7.30059,5.98823,4.97163,,,12.33958,512.44891
149,7-26-2022,04-07-2023,28.7925722644027,28.8837587128987,28.9749451613947,2010.65993742294,2010.61988085649,2010.57974854272,21.09834,0.722630000000001,16.96709,32.152351,5463.27362,7.10436,1.06392,0.64357,3.34304,110.74654,2524.06667272727,4846.03231515152,583.740448484849,2153.50083939394,543.170960606061,144.251836363636,383.255996969697,66.8888363636364,346.047803030303,67.2878121212121,165.689772727273,25.7217060606061,145.826018181818,24.1208,1.61037,1.2847,0.89022,23.9298,6788.25743,2.65127,10086.15254,816.23683,12.94573019,14229.01386,321.19748,14.0975,13.59933,279.86578,7588.54613,6.98071,18.08848,27.30885,223.7306,5.50891,3.43012,17.237,4.03029,6.85287,4.96746,,,11.49669,792.167
150,7-26-2022,04-07-2023,28.9749451613947,29.067236590919,29.1595280204434,2010.57974854272,2010.53905278306,2010.49827942917,11.13417,0.322620000000001,2.18556,13.174476,2559.37367,6.55444,0.29303,0.44795,0.64859,76.77597,547.969584848485,1336.34462727273,176.138878787879,624.272754545455,196.245739393939,60.6928121212121,133.730918181818,27.2769545454545,152.081527272727,30.2067696969697,82.5624454545455,12.4160909090909,89.7684545454546,10.8316060606061,0.979479999999999,0.473059999999999,0.60632,17.3858,6706.757,3.11562,2002.69953,2193.46412,14.71577316,10571.79638,51.5243,2.47163,4.72095,162.78507,915.05372,3.97801,9.81677,10.94559,218.26976,2.9614,1.28931,10.25563,2.50946,4.50874,2.69268,,,8.85488,193.13658
151,7-26-2022,04-07-2023,29.1595280204434,29.2515485941384,29.3435691678335,2010.49827942917,2010.45754848347,2010.41674039834,12.40674,0.47595,3.7891,11.126325,3022.58549,17.91925,0.543850000000001,0.61096,0.89574,46.25843,703.40756969697,1665.54142424242,221.73276969697,859.897296969697,262.152790909091,94.0071818181818,236.917809090909,40.6901151515152,211.174245454545,42.7708242424242,96.8762333333333,11.7066,67.8279424242424,11.0136484848485,4.302,0.703349999999999,0.58453,15.94484,2669.7914,3.28857,3050.15006,2644.50164,16.46383635,5011.63646,93.11631,3.80878,6.90584,71.31092,5098.99914,2.4243,12.7659,34.45449,293.8896,3.32214,1.78871,9.86777,3.02152,5.02369,3.43502,,,10.65249,307.34384
152,7-26-2022,04-07-2023,29.3435691678335,29.4333196967886,29.5230702257438,2010.41674039834,2010.37686469456,2010.33691561028,11.32882,0.362620000000001,5.974,12.249363,5900.11593,6.34144,0.34717,1.30811,0.83995,36.38895,1150.93361818182,2943.10433030303,394.367487878788,1496.31388787879,473.589666666667,125.532081818182,399.709693939394,67.7134757575758,395.613542424242,78.718303030303,173.102272727273,26.4294212121212,157.608584848485,21.2991212121212,0.326969999999999,0.196399999999999,1.27934,25.77043,2601.87267,3.97388,2985.62022,835.17751,32.90260113,6438.84328,77.5236,2.80592,5.06286,48.19696,1781.02746,1.66206,1.77736,32.39373,305.9695,3.16554,2.84909,12.52308,1.79127,4.72199,2.08504,,,12.04454,605.041
153,7-26-2022,04-07-2023,29.5230702257438,29.612438743174,29.7018072606042,2010.33691561028,2010.29706365145,2010.25713893546,12.07426,0.26261,5.08147,11.664296,2263.57869,6.47147,6.29757,0.765829999999999,0.79371,35.48976,722.369190909091,1520.52306060606,217.057239393939,769.217854545455,208.435890909091,58.2341303030303,137.107778787879,31.747703030303,157.393151515152,33.7207363636364,83.8430181818182,9.93287272727273,56.8658121212121,10.7405818181818,0.68629,1.57349,0.96479,15.10248,2584.10805,1.67522,3264.62397,3431.12635,25.2072557,6557.77719,89.44138,5.8195,10.63058,76.50515,2241.3959,2.79203,12.9477,20.64976,315.88237,3.2746,2.46334,11.24018,2.11375,5.72988,58.88118,,,15.38725,417.67468
154,7-26-2022,04-07-2023,29.7018072606042,29.7974358992156,29.8930645378271,2010.25713893546,2010.21433697675,2010.17145171084,13.84722,0.48262,10.32768,41.764373,3448.72961,6.54039,0.805859999999999,1.87876,1.20346,82.76022,1806.51638181818,3488.49896060606,400.045345454546,1464.94872121212,344.590324242424,94.179403030303,267.558854545455,47.7214454545455,248.012593939394,47.0767939393939,112.741533333333,13.5690121212121,80.4187606060606,12.2879545454545,0.771279999999999,1.1233,1.05909,30.12351,2339.71119,0.82921,5397.4488,4232.92669,23.97382851,7598.44883,142.16122,10.76896,8.21531,261.07984,3496.51247,4.63797,9.34208,12.61132,1384.37263,4.06598,3.70512,12.25457,8.78758,8.33215,5.02968,,,9.05797,895.94654
155,7-26-2022,04-07-2023,29.8930645378271,29.9906477603689,30.0882309829107,2010.17145171084,2010.12760402071,2010.08366958308,14.09907,0.34262,7.62083,46.040099,2193.13455,6.28964,0.368270000000001,0.977840000000001,1.11507,57.59248,1265.69959090909,2708.56697272727,315.115136363636,1063.07760606061,278.647460606061,64.624403030303,215.359163636364,31.9301454545455,149.25243030303,26.604996969697,73.8693727272727,7.27228181818182,69.8587212121212,8.55605757575758,1.00689,1.18383,0.77332,24.72152,4405.65677,0.54699,4185.15478,2421.31582,13.41763029,9858.19296,100.60356,7.81775,8.04557,159.81757,2678.64538,3.49095,7.41303,6.29134,165.03206,3.83388,2.17048,11.21035,7.74311,6.72225,3.13431,,,9.91171,751.10181
156,7-26-2022,04-07-2023,30.0882309829107,30.1611154914554,30.234,2010.08366958308,2010.05079854,2010.01787910453,27.57528,0.78263,28.12649,105.158263,10605.09278,7.49446,0.69558,2.20508,3.89645,174.53803,7101.67703030303,15142.4004272727,1682.62965757576,6211.01307575758,1288.0811,295.956796969697,1075.79007272727,139.399633333333,745.388672727273,132.071418181818,323.552966666667,44.7990272727273,268.558042424242,41.1482666666667,1.53793,2.00259,1.63912,69.0948,14991.31867,1.10416,20356.65329,2193.18694,21.87265565,38045.52772,497.44147,28.94999,40.09325,411.15983,13123.30553,8.36638,40.22768,29.9824,959.39133,8.68841,5.67956,19.44479,14.84284,15.7397,21.70311,,,15.98655,2189.56562
157,7-27-2022,04-07-2023,30.234,30.3213979712237,30.4087959424473,2010.01787910453,2009.97834062882,2009.93873256913,17.83025,0.62262,12.03649,47.976586,3930.3789,24.49061,2.04837,0.80659,2.35136,72.93115,1868.02798181818,4092.65491818182,472.924775757576,1823.19374242424,467.86703030303,107.29946969697,301.044166666667,58.0358212121212,277.360918181818,49.4457818181818,132.175057575758,17.5599,86.9172454545455,13.289196969697,3.48728,1.80619,0.86166,22.68426,12086.29359,0.95932,7275.80911,3920.2993,13.85432737,21900.25053,131.47987,9.63138,32.37957,178.48746,6003.60408,4.07542,32.36956,41.27456,1121.31079,4.4351,3.54559,12.82143,7.79563,12.26604,21.78892,,,20.70111,932.40471
158,7-27-2022,04-07-2023,30.4087959424473,30.4923610899068,30.5759262373663,2009.93873256913,2009.90079644091,2009.86279669806,18.10214,0.42262,11.50998,43.584058,3608.92757,6.191,0.501250000000001,0.700670000000001,2.63278,66.46655,2043.86407575758,4523.19274545455,510.951509090909,1928.47672121212,475.007796969697,100.572954545455,388.933196969697,55.1158333333333,280.904357575758,44.2626363636364,100.462348484849,13.9237575757576,95.0403515151515,12.3789757575758,1.18196,1.45617,0.70883,13.32787,7364.82072,0.73732,7920.0695,3300.95771,7.40420861,13128.87527,142.36729,9.55155,13.18915,150.15038,4475.6387,3.57132,10.42276,8.37244,332.21964,4.38197,2.43701,10.97167,6.95954,11.81926,5.17728,,,12.59361,342.57864
159,7-27-2022,04-07-2023,30.5759262373663,30.6627079055991,30.7494895738319,2009.86279669806,2009.82326696577,2009.78366862739,13.43084,0.20261,5.0379,20.38617,2182.00265,7.67319,0.52473,0.72512,1.41722,40.86254,747.72813939394,2046.8280969697,200.233478787879,693.673081818182,196.969124242424,52.6574060606061,166.587318181818,26.4550515151515,148.55223030303,27.3083151515152,72.8469606060606,9.48943939393939,57.2719666666667,8.10094848484849,0.60984,1.25343,0.76387,17.45162,5839.73185,1.02538,3802.77983,2599.07174,15.14563064,8430.98614,115.37198,5.12847,7.25745,99.02065,2093.75644,3.39841,10.74595,18.14524,309.34393,3.39764,1.47934,10.73299,3.5687,8.54604,6.04267,,,17.06378,292.75815
160,7-27-2022,04-07-2023,30.7494895738319,30.8434166018509,30.9373436298699,2009.78366862739,2009.74073256072,2009.6977161252,15.99318,0.68929,9.33517,29.123591,3501.79642,8.21064,0.695180000000001,1.22668,2.20765,54.38705,1128.3355,10206.9605818182,313.726003030303,1111.75232121212,294.411581818182,90.5627333333333,260.176221212121,46.9843757575758,246.934003030303,43.9096575757576,108.127890909091,15.8748575757576,101.546960606061,15.1105424242424,1.29439,1.23425,0.75319,25.83928,4809.87284,1.52217,3690.64176,4036.37792,16.21962992,8044.45096,145.52705,6.70512,48.6764,174.14077,10353.61231,5.49519,120.25523,352.31637,552.76684,3.57381,3.47661,12.52308,4.82219,5.91075,27.25696,,,19.24837,723.39652
161,7-27-2022,04-07-2023,30.9373436298699,31.0335062416637,31.1296688534575,2009.6977161252,2009.65359258237,2009.60938479938,11.81228,0.362620000000001,3.28824,13.127681,1019.7179,5.99037,0.484920000000001,0.36236,0.9833,24.14179,395.803836363636,1045.84762121212,122.091839393939,406.572763636364,131.069233333333,40.5149060606061,60.0292333333333,14.4129454545455,68.6055484848485,18.1756909090909,33.7396454545455,4.87774848484849,35.7416696969697,5.09722424242424,1.63094,1.09741,0.53462,6.25948,6120.73238,0.7618,2307.45452,977.44046,7.65745542,6587.51066,66.22404,3.54435,6.43539,55.02771,1422.80818,1.97621,7.07973,5.78298,252.37391,3.09283,1.27711,10.01695,2.24078,5.06078,4.55586,,,14.90963,359.10375
162,7-27-2022,04-07-2023,31.1296688534575,31.233607884173,31.3375469148886,2009.60938479938,2009.56150731458,2009.51353141418,10.65731,0.24261,2.2279,15.813063,971.43635,6.48083,0.825379999999999,0.500970000000001,0.52805,29.31895,359.332781818182,806.487836363636,102.878606060606,314.758360606061,82.3659121212121,31.4920939393939,49.2584090909091,13.2270696969697,72.8562636363636,13.6098151515152,32.7172303030303,3.9022,34.523203030303,4.09598484848485,0.728489999999999,0.614939999999999,0.74292,15.36114,1603.47474,0.522749999999999,2238.04946,1345.92435,20.73672306,2038.28891,42.86932,2.62381,6.57847,47.13355,809.85041,1.97377,9.04919,18.70888,185.61096,3.13198,1.20405,9.50975,6.69177,4.99804,5.50394,,,11.49588,702.74013
163,7-27-2022,04-07-2023,31.3375469148886,31.4329307654634,31.5283146160383,2009.51353141418,2009.46941779283,2009.42522129022,11.69488,0.28261,1.84888,9.391081,932.83615,6.13458,1.08623,0.35421,0.49723,31.61305,538.547272727273,1254.14320606061,156.632306060606,559.35076969697,137.515260606061,40.8413090909091,117.277221212121,15.6900424242424,56.2282575757576,13.8732333333333,33.2284363636364,4.43431818181818,28.8410909090909,2.82167878787879,0.336639999999999,0.276729999999999,0.70102,13.15903,2128.75738,0.53599,1815.00185,766.32123,19.68670892,1740.95416,50.87174,2.44918,6.28747,58.85363,812.9258,2.52902,5.02948,21.84504,152.3229,3.0425,1.05181,10.912,1.60099,4.72634,2.86312,,,9.1692,286.69473
164,7-27-2022,04-07-2023,31.5283146160383,31.6166704299706,31.7050262439029,2009.42522129022,2009.38420731153,2009.34312221526,18.78733,0.495950000000001,11.4712,23.198574,4809.72096,6.56388,0.37581,0.676170000000001,2.23903,73.05146,1159.51283636364,2650.21982121212,332.638933333333,1238.8175969697,323.762493939394,81.0396545454546,327.101524242424,53.7484272727273,281.636387878788,52.0843303030303,147.268436363636,18.8032818181818,125.916281818182,16.3839393939394,1.10956,1.47703,1.20043,29.96526,3333.00827,1.53738,8609.20997,1753.02875,40.98406314,8609.38699,323.36122,7.5084,10.62815,189.11317,2977.47343,4.62092,10.20056,37.69677,312.81471,4.2002,2.16226,16.61047,3.97861,13.32338,24.9241,,,13.65439,534.54712
165,7-27-2022,04-07-2023,31.7050262439029,31.7999408860934,31.8948555282839,2009.34312221526,2009.29890805806,2009.254611833,11.76536,0.38262,2.79204,8.17628,2928.98128,6.90229,0.43873,0.623189999999999,0.65392,28.83968,710.530993939394,1707.55186060606,213.968724242424,693.130760606061,199.132124242424,66.5992181818182,183.041015151515,30.4706090909091,166.237609090909,36.9686515151515,89.4662909090909,9.66681212121212,67.8279424242424,11.5597787878788,0.42619,0.18127,0.88857,16.96755,3172.13546,1.66804,2313.34116,646.23273,39.92718148,5546.83902,76.04676,2.47912,4.34265,78.13258,1154.21205,1.76434,5.21128,37.06534,204.29814,2.95022,1.48638,11.50869,1.65074,5.00193,2.07021,,,9.28155,251.21235
166,7-27-2022,04-07-2023,31.8948555282839,31.9835291482945,32.0722027683051,2009.254611833,2009.21315411334,2009.17162476358,13.32679,0.26261,3.40824,17.793265,2013.63165,5.99516,0.214980000000001,0.49689,0.67724,26.91579,1235.13737878788,2699.82868181818,318.294139393939,1224.84025757576,280.065587878788,63.8075757575758,211.982303030303,29.4653515151515,138.293224242424,24.7628424242424,53.6818181818182,6.91753636363636,46.7078636363636,7.64583939393939,0.30528,1.04092,0.40849,10.59277,2115.13397,0.83292,2638.44866,2512.69764,14.10789522,4149.36567,62.44607,3.0504,5.34174,69.31517,1285.66831,1.80817,3.95891,5.7959,160.02941,3.26341,1.29543,8.76388,4.95501,5.95996,2.72875,,,10.38861,204.31433
167,7-27-2022,04-07-2023,32.0722027683051,32.1402320863598,32.2082614044145,2009.17162476358,2009.13971539698,2009.10776387054,22.27389,0.82263,13.03139,37.088695,6183.52128,6.91793,0.34158,1.05926,2.26169,93.5411,1994.55493333333,4322.69556060606,483.571506060606,1812.57095454545,445.613906060606,113.540481818182,443.399239393939,62.4208242424242,365.511975757576,68.5197181818182,154.430445454545,19.3336272727273,132.418827272727,23.5746696969697,1.10558,1.36437,0.859,19.7483,6527.08689,1.89855,8115.73359,4198.70413,30.38803702,12147.67058,244.88421,11.98886,11.46961,305.18217,5009.54721,7.76487,20.27003,22.22631,385.91159,4.36799,2.91188,16.37179,5.82469,9.85858,2.89989,,,11.1502,507.0967
168,7-27-2022,04-07-2023,32.2082614044145,32.3046947636754,32.4011281229363,2009.10776387054,2009.06239949704,2009.01695040837,66.15065,2.92309,78.96041,1267.691446,147731.01506,20.42247,2.31563,6.25628,5.80866,1922.12372,41966.7472727273,93651.1799757576,11363.9109818182,47595.8489666667,11349.6359393939,2747.87711515152,10200.8722848485,1545.88871212121,8483.96021818182,1627.1853,4207.63786060606,594.331654545455,3538.60414242424,492.682375757576,4.42872,3.17291,7.93138,162.19452,14121.90451,7.19226,212384.39013,8538.86737,264.09685763,132538.51279,3189.17774,153.8935,21.65117,3010.9184,39872.06435,27.22129,29.02653,531.69037,1039.23117,44.21057,27.59833,65.12207,164.90069,32.48469,73.62296,,,561.81286,5856.20325
