sample_name,depth_top,depth_avg,depth_bottom,time_top,time_avg,time_bottom,Li_7_LR_ppt,Be_9_LR_ppt,Rb_85_LR_ppt,Sr_88_LR_ppt,Y_89_LR_ppq,Mo_95_LR_ppt,Ag_107_LR_ppt,Cd_111_LR_ppt,Cs_133_LR_ppt,Ba_137_LR_ppt,La_139_LR_ppq,Ce_140_LR_ppq,Pr_141_LR_ppq,Nd_146_LR_ppq,Sm_147_LR_ppq,Eu_153_LR_ppq,Gd_157_LR_ppq,Tb_159_LR_ppq,Dy_163_LR_ppq,Ho_165_LR_ppq,Er_166_LR_ppq,Tm_169_LR_ppq,Yb_172_LR_ppq,Lu_175_LR_ppq,W_182_LR_ppt,Re_185_LR_ppt,Tl_205_LR_ppt,Pb_208_LR_ppt,Th_232_LR_ppq,U_238_LR_ppt,Al_27_MR_ppt,P_31_MR_ppt,S_32_MR_ppb,Sc_45_MR_ppq,Ti_47_MR_ppt,V_51_MR_ppt,Cr_52_MR_ppt,Mn_55_MR_ppt,Fe_56_MR_ppt,Co_59_MR_ppt,Ni_60_MR_ppt,Cu_63_MR_ppt,Zn_66_MR_ppt,Ga_69_MR_ppt,K_39_HR_ppb,As_75_HR_ppt,Ca_44_HR_ppb,Mg_24_HR_ppb,Na_23_HR_ppb,,,Zr_90_LR_ppt,Bi_209_LR_ppt,Date_Analyzed
72,13.487,13.5828936390213,13.6787872780426,2018.36036495608,2018.33251250051,2018.30466004494,6.7327,0.1667,4.524,12.8773,1153.3829,2.4095,0.5096,0.5642,0.3434,14.456,1144.9871,2652.0296,345.5226,1326.1202,312.4619,85.9488,314.3946,41.5552,216.335,41.5871,98.9268,17.2087,109.036,15.3339,6.2317,2.2463,0.5677,9.9459,548.0901,0.9131,3333.7638,7021.7949,10.5255,5806.8607,34.6398,1.8428,8.8957,32.0964,1030.434,0.7618,14.2791,55.3969,888.8018,0.425,3.614,1.6214,2.0766,10.0512,9.7395,,,159.0193,635.0332,04-18-2023
73,13.6787872780426,13.768905209373,13.8590231407033,2018.30466004494,2018.27848515258,2018.25231026023,6.3661,0.0741,0.6366,6.0587,150.3317,1.3148,0.5099,0.2215,0.2268,6.9737,133.3079,207.6798,64.6772,136.6865,88.6466,29.6895,1.36,10.7928,63.4197,10.2915,12.248,2.5978,7.4279,3.5396,1.8389,1.8296,0.4117,3.2769,314.9268,0.4597,968.6936,3756.7163,3.1511,2033.5808,32.7233,1.4269,6.0559,52.3196,1518.4738,0.4078,2.3273,12.7058,310.2249,0.1818,0.7582,1.3408,1.8751,4.7148,2.3315,,,11.5577,317.5832,04-18-2023
74,13.8590231407033,13.9421453734902,14.025267606277,2018.25231026023,2018.22816727932,2018.20402429842,7.3752,0.1297,2.4033,6.7172,524.8556,1.0575,0.8344,0.3381,0.4556,11.8254,703.5737,1159.7519,176.6849,618.5893,209.4673,70.0148,285.0649,23.86,122.3191,20.5524,59.457,15.927,57.0164,4.8501,1.9742,1.9705,0.4715,4.8725,323.2781,1.0281,1433.5922,6557.1672,4.1429,2976.9008,49.0982,1.5745,5.9342,25.449,952.5713,0.5644,4.3901,15.466,142.2771,0.3022,1.2629,1.8085,1.953,4.3119,5.1228,,,47.9337,200.1379,04-18-2023
75,14.025267606277,14.1294985253427,14.2337294444084,2018.20402429842,2018.17375026698,2018.14347623554,7.2722,0.2408,1.2828,6.0818,491.4685,1.1973,0.5084,0.4052,0.3382,20.7707,349.3044,606.3659,128.5917,360.1678,116.376,47.1169,72.2733,25.2212,147.1041,20.5524,54.8135,11.3131,63.0638,8.2573,0.6693,1.8208,0.4268,113.5121,495.6115,0.5534,1194.2012,8106.5322,4.4467,2728.6587,40.1075,1.0534,27.7372,25.2445,423.9318,0.5472,0.4504,10.0862,373.7744,0.2211,0.8371,1.3408,1.2162,4.5824,12.239,,,23.9187,1103.7215,04-18-2023
76,14.2337294444084,14.3346298544173,14.4355302644263,2018.14347623554,2018.1141695556,2018.08486287566,8.154,0.1853,4.2138,33.6561,1502.3971,1.7199,0.2911,0.331,0.747,23.7234,1909.1997,4137.1846,536.3979,1860.8173,405.5929,113.3219,560.0072,58.9781,316.56,55.1853,139.1705,21.8226,100.5575,19.5274,0.6552,1.7363,0.5946,14.4942,1112.6112,0.8137,2415.7297,7365.4693,11.7223,5608.267,62.5701,3.9898,4.7721,85.5059,1209.3661,1.6868,4.0802,15.8618,143.3057,0.6215,1.2753,2.8686,3.8041,4.4192,6.58,,,23.6032,1365.6226,04-18-2023
77,14.4355302644263,14.5121275037963,14.5887247431662,2018.08486287566,2018.06261508917,2018.04036730268,11.2422,0.3149,11.9903,62.5242,3235.0082,2.3298,0.4175,0.9635,1.4408,48.6679,5638.2399,11532.1334,1440.6503,5126.3671,1126.8327,256.2799,1058.2839,152.6808,716.7061,129.0917,350.5275,43.357,232.4026,28.9629,1.0237,2.0856,0.7748,29.2672,4061.668,0.9947,4723.6009,9820.8274,14.7789,17077.0521,128.5487,7.7649,10.7086,160.2118,3608.1442,3.1354,10.0296,26.8481,3886.464,1.4838,3.0979,6.5479,6.0804,5.6858,4.2193,,,55.9489,2669.3757,04-18-2023
78,14.5887247431662,14.6768643211897,14.7650038992131,2018.04036730268,2018.0147670261,2017.98916674952,8.6874,0.1482,5.7323,39.571,1521.0828,4.0478,0.4058,0.6102,0.7402,29.2184,3070.9297,6708.5923,817.6122,2865.4099,570.008,135.732,397.3198,82.4038,356.8732,75.4531,153.101,21.5663,139.2608,21.8863,0.4539,2.329,0.6556,15.0641,5608.4094,0.4528,2789.1092,8595.2759,10.1967,16431.6226,68.686,30.6437,18.2082,357.6105,19520.8597,3.0817,11.5966,68.9083,128.0455,0.9433,1.7143,4.1782,4.7124,5.1283,4.8645,,,39.4488,973.0715,04-18-2023
79,14.7650038992131,14.855997088911,14.9469902786089,2017.98916674952,2017.96273763702,2017.93630852453,9.5238,0.1112,6.1424,37.3484,1903.484,2.2018,0.3344,0.4512,0.785,33.2139,3792.7565,8029.8884,998.6004,3798.3418,760.1915,128.7631,753.7181,94.9238,447.8413,88.8025,178.6481,14.6454,132.0039,19.5274,0.7317,1.8987,0.5469,12.5892,3552.7696,0.3793,3276.0287,8616.5891,6.5296,14644.2795,80.6078,5.7901,12.1212,97.898,2120.772,1.8499,4.1156,10.6255,105.7709,1.0563,1.8126,2.6192,4.7256,4.9179,6.6481,,,44.5549,1183.9683,04-18-2023
80,14.9469902786089,15.0119951393045,15.077,2017.93630852453,2017.91742776233,2017.89854700013,18.8934,0.5002,24.6587,71.2602,6511.1671,2.8485,0.4171,1.1755,2.8218,123.2791,11617.2804,24518.9188,2895.2182,11499.4852,2237.2536,538.2686,2009.849,307.4672,1508.8985,269.0524,684.3801,97.9631,554.2079,72.7354,1.7354,2.4542,0.9711,28.3487,6079.1113,1.5903,12038.9969,7186.4109,14.0009,38972.0053,280.3743,19.2479,26.2023,207.5015,8871.5972,4.5625,28.728,45.4656,191.9595,3.4465,4.6161,8.8553,6.7519,7.8485,9.1057,,,114.0436,3102.634,04-18-2023
81,15.077,15.1557453964603,15.2344907929207,2017.89854700013,2017.8756752781,2017.85280355607,14.1247,0.5002,29.7673,91.8828,8565.0934,5.3845,0.7855,1.7481,1.9468,93.0247,15026.7752,32082.538,4028.6946,15556.0595,3085.7117,669.3744,2802.3215,378.58,1887.4829,331.1793,811.4961,112.3151,734.6255,84.0055,4.0039,2.6641,0.9908,44.8997,10332.1556,1.2969,10976.5798,5791.1433,18.9201,51632.3525,158.3434,14.0064,18.1818,222.477,5645.2765,6.1828,58.2645,167.7101,682.7249,2.572,13.6134,6.4232,11.895,10.9262,24.8932,,,375.7624,6302.9592,04-18-2023
82,15.2344907929207,15.3145408126002,15.3945908322798,2017.85280355607,2017.8295529042,2017.80630225234,7.8813,0.2964,23.8763,62.5129,1929.9691,2.0071,0.4588,0.8363,0.8338,38.8164,2772.4936,5942.8521,694.0835,3026.0267,684.9262,164.6134,546.146,91.9319,511.9478,76.4817,214.2715,22.8479,177.964,23.983,1.9012,2.7093,0.7977,17.6934,7031.212,0.3077,3013.082,8762.8772,10.9802,22091.5425,51.1838,5.0633,5.8323,191.0874,7219.111,3.0409,9.1885,23.4647,290.7085,0.7959,39.2935,3.274,9.0962,6.2333,11.4953,,,30.7292,1195.9939,04-18-2023
83,15.3945908322798,15.4755796525958,15.5565684729118,2017.80630225234,2017.78277892438,2017.75925559642,8.5237,0.3149,12.3572,20.1786,2829.5078,2.3337,0.3663,0.5713,1.0097,37.8624,4692.6249,10301.9985,1281.0797,5056.4343,956.4756,232.3715,861.0127,124.619,652.61,111.1224,316.4441,30.2841,209.4104,27.3903,2.1172,2.0992,0.6413,11.6026,3700.1655,0.5745,4303.6741,5412.5499,2.8182,16332.3258,80.8051,5.9624,27.3961,92.2396,2455.3956,3.1804,67.0252,57.7424,259.1043,1.2774,6.1681,1.9332,2.7473,5.0878,8.8867,,,100.9982,626.4362,04-18-2023
84,15.5565684729118,15.6408662089822,15.7251639450525,2017.75925559642,2017.73477118877,2017.71028678112,6.4116,0.1667,4.0401,12.9134,2922.4158,2.424,0.3464,0.6667,0.6494,22.1401,2200.1698,5456.4562,866.3596,3469.8653,922.6854,107.3535,906.0529,142.8749,696.0123,130.8976,275.411,40.5348,214.2604,20.0516,1.2057,1.9787,0.5938,9.5723,3231.252,0.4285,2250.0565,6491.1424,9.6041,11566.0774,56.2287,3.5537,7.0232,46.1797,1075.2329,1.2018,8.6307,19.2821,151.4019,0.6461,1.4264,2.8998,2.5919,4.4267,5.6498,,,50.1079,621.8285,04-18-2023
85,15.7251639450525,15.7999587949902,15.8747536449278,2017.71028678112,2017.68856250143,2017.66683822174,7.6176,0.1853,7.4999,23.7816,1426.4449,2.9256,0.5941,0.5289,0.8192,28.108,2667.9821,5632.1077,713.6284,2620.7236,556.1829,138.7287,475.2155,75.587,372.391,46.2071,132.9792,22.0789,152.565,21.1,1.2782,2.1482,0.6236,13.1742,2352.6745,0.5159,2795.0736,8565.8263,7.0148,9927.6796,66.2622,4.2,25.3944,67.7044,1621.9748,2.0538,35.1218,55.3456,339.8699,0.7984,3.6118,2.8374,4.379,5.2998,25.9364,,,107.8362,866.4955,04-18-2023
86,15.8747536449278,15.9598393607916,16.0449250766554,2017.66683822174,2017.64212494414,2017.61741166654,4.845,0.2223,2.9698,22.2732,620.8201,1.537,0.2855,0.3381,0.5109,17.1171,1244.3127,2728.4145,341.1883,1172.467,266.9066,74.9976,215.8281,37.7466,215.3018,26.7089,54.0396,11.3131,73.9491,7.7331,0.8438,2.0239,0.5201,7.5275,2107.7578,0.3307,1985.8361,8296.1134,6.62,7445.2586,48.2809,2.3706,8.0103,37.9955,853.1131,0.8434,4.2396,16.299,2010.8609,0.4938,1.26,2.3385,2.3193,5.9678,2.9203,,,38.479,606.363,04-18-2023
87,16.0449250766554,16.1341583372707,16.223391597886,2017.61741166654,2017.59149372816,2017.56557578979,5.3844,0.2038,1.3394,10.3867,458.4803,1.3619,0.284,0.3275,0.3631,11.0196,1510.4089,3097.6936,405.4283,1416.9962,332.2686,72.001,201.9151,25.7656,140.9053,23.8872,60.2309,8.7497,43.7122,9.3057,0.717,1.4768,0.4437,6.0354,1155.1248,0.215,1355.4624,5406.9954,6.151,3523.0334,35.7108,1.4179,2.6052,20.6505,411.0015,0.4764,0.9727,17.1797,74.9758,0.3022,0.9536,1.216,1.3288,3.5063,4.4814,,,6.1891,328.4469,04-18-2023
88,16.223391597886,16.3092019915652,16.3950123852444,2017.56557578979,2017.5406520284,2017.51572826701,6.9964,0.0741,5.7865,20.9847,2232.1348,2.1078,0.4239,1.2109,0.7092,26.3124,2805.1222,5532.8648,773.2488,2919.4259,607.6208,163.1101,757.2093,87.0317,460.2804,85.9756,216.601,25.9239,173.1382,29.4897,0.8615,0.2339,1.083,28.371,1131.8093,0.7913,2339.1925,1074.4501,26.1507,5360.0249,51.8039,3.1869,5.5402,57.4736,1075.1403,1.1932,13.5089,52.343,287.5159,0.5331,3.2377,5.7996,2.7834,4.4756,4.4098,,,81.8262,1567.8995,04-18-2023
89,16.3950123852444,16.4828213963122,16.57063040738,2017.51572826701,2017.49022400411,2017.46471974122,5.9025,0.1667,3.5884,12.9489,1552.753,1.9523,0.3174,0.6985,0.7031,20.56,1895.8669,4102.9348,623.3141,2391.8494,585.8335,121.7941,520.2903,70.4119,434.4105,64.4175,152.3271,18.4903,113.8618,16.1202,0.8326,0.5211,0.7046,12.4418,1450.74,2.1124,1793.2574,2778.0569,14.775,6551.587,57.3843,2.7687,3.8248,46.6428,786.8659,0.9335,2.1502,15.2829,110.8644,0.4987,1.4016,3.1804,2.0595,3.6224,5.0289,,,19.2824,636.1608,04-18-2023
90,16.57063040738,16.6653041746964,16.7599779420127,2017.46471974122,2017.43722159926,2017.40972345731,5.7298,0.1482,1.2667,6.3406,760.0997,1.6806,1.9843,0.3169,0.3093,9.852,400.4442,1021.9744,205.8719,756.5875,253.0419,71.0154,144.8458,45.3691,231.8424,35.1741,89.6398,11.5694,72.7396,12.1887,0.5218,0.7272,0.37,5.4575,1133.4979,0.7181,1180.5558,2851.4281,7.6317,5310.3765,36.5282,1.4693,2.5344,17.9177,407.0757,0.4099,1.6987,8.9858,90.1561,0.3169,0.9933,1.7149,1.1676,2.9135,3.8605,,,19.2562,254.5706,04-18-2023
91,16.7599779420127,16.843181940639,16.9263859392652,2017.40972345731,2017.38555672739,2017.36138999747,5.7571,0.1482,2.1062,9.4701,530.0711,1.7146,0.3193,0.324,0.265,12.2975,556.0991,1847.7903,189.1019,711.1408,150.0473,61.5575,233.1287,26.3101,105.7785,18.2437,64.8744,5.6738,53.388,5.1122,0.7211,1.9699,0.4698,6.8226,599.7369,0.5348,4907.6955,6592.7784,12.2349,4416.7049,38.7829,1.986,8.5548,53.0222,6029.1504,0.8455,15.5805,27.7214,2455.7673,0.6264,1.8011,2.0891,1.414,9.411,9.4458,,,51.3905,196.6865,04-18-2023
92,16.9263859392652,17.0105035045557,17.0946210698462,2017.36138999747,2017.3369579207,2017.31252584393,9.6511,0.389,8.7227,19.6698,2130.5386,1.7852,0.2791,0.3204,1.2011,49.1517,5093.8327,10391.8743,1423.251,5066.9408,1043.6447,228.3743,868.047,106.902,500.6039,78.2723,275.4342,37.7177,191.2683,19.7895,0.7753,2.2138,0.5184,7.9656,3982.5383,1.1584,5567.3549,7340.7631,6.8683,16779.1616,152.057,5.8125,13.0382,63.5903,2454.1225,1.7147,8.675,20.0227,357.6569,1.5353,2.1745,3.9911,1.8012,4.9078,2.8423,,,79.6,622.9733,04-18-2023
93,17.0946210698462,17.1760322946709,17.2574435194956,2017.31252584393,2017.28887982793,2017.26523381193,7.4872,0.3705,6.453,17.9246,1883.1032,4.9794,0.5254,1.1473,0.7848,37.369,1645.3355,3830.4498,496.9796,1925.3224,536.2772,142.701,568.6316,81.3067,397.2071,73.9191,177.8819,25.9239,162.2408,17.4307,0.6709,1.7472,0.6582,15.057,3788.4699,0.9329,2647.3588,5888.4733,14.3483,10870.9996,49.8028,3.3793,4.7389,130.3629,900.4593,2.3328,7.4887,20.2066,391.4249,0.5748,2.5644,4.3029,2.7182,5.1703,5.6005,,,1095.041,675.1051,04-18-2023
94,17.2574435194956,17.3488843527131,17.4403251859305,2017.26523381193,2017.23867468068,2017.21211554944,15.6404,0.4446,16.3363,47.5871,4251.924,2.2044,0.3862,1.0483,2.3066,122.9408,5495.0775,11423.7432,1428.8596,5433.883,1212.0608,366.8672,1158.6133,171.4731,913.1787,160.1667,450.4325,52.8386,366.6665,39.4493,0.8716,2.2791,0.7884,22.534,4110.836,1.3429,6897.8513,7318.1972,16.1808,23978.1825,237.0344,11.8915,10.0511,219.0949,4703.2619,4.584,11.6497,22.173,246.3109,2.0095,3.0176,7.1092,6.1369,5.6518,3.063,,,107.861,1381.0767,04-18-2023
95,17.4403251859305,17.5327426618298,17.6251601377292,2017.21211554944,2017.18527275081,2017.15842995219,7.8328,0.2964,6.6489,27.9633,1631.7443,2.3037,0.3468,0.6172,0.8276,41.6906,3097.2472,6347.3872,782.2275,2900.2454,532.3753,156.1361,618.7703,79.4037,371.3269,56.2089,180.9698,25.1549,135.6324,19.2653,0.5943,1.6705,0.5504,13.5142,3772.6324,0.4163,2802.2227,6760.333,10.6108,21694.3551,73.1109,5.3921,11.8334,183.2493,4600.4997,3.8629,7.1788,12.9184,149.5344,0.8303,1.9115,5.3942,3.7847,4.4351,3.4047,,,41.9369,929.5195,04-18-2023
96,17.6251601377292,17.6972978965935,17.7694356554578,2017.15842995219,2017.1374774287,2017.11652490521,11.8029,0.3335,15.7929,54.2445,3627.5066,3.0862,0.4577,1.1896,1.7531,92.6527,8606.8838,17488.7244,2101.9131,7854.0259,1414.4056,318.5475,1338.5495,198.1819,841.7886,162.9808,370.6493,51.5595,314.647,47.5716,0.9183,2.4208,0.8199,25.6129,6005.7794,0.7222,7012.2344,6693.8454,11.6313,25417.9867,181.0738,11.4689,13.6559,179.164,4889.435,4.5518,25.2571,49.011,271.0622,1.9873,5.0011,8.7617,5.5692,5.8263,23.7529,,,222.1033,5010.7623,04-18-2023
97,17.7694356554578,17.8521021764426,17.9347686974274,2017.11652490521,2017.0925142865,2017.06850366779,7.5024,0.1112,5.6263,34.2277,1658.6846,1.9732,0.375,0.6278,1.0991,35.0372,2561.2165,5319.8069,714.2392,2552.5884,532.3753,145.6927,466.5911,71.5063,386.855,79.3009,179.422,23.8733,152.565,20.0516,0.7515,1.8586,0.6189,14.1878,4941.2186,0.5331,2781.5176,4376.9872,9.9895,17871.4268,74.0974,5.0566,5.4184,85.637,1619.2158,1.9078,11.3575,51.6641,198.6209,0.8279,1.7976,4.3965,4.7551,5.3439,5.8663,,,255.1429,1080.237,04-18-2023
98,17.9347686974274,18.0164090952344,18.0980494930413,2017.06850366779,2017.04479108815,2017.0210785085,6.1995,0.2408,2.4192,29.8388,939.3953,4.7769,0.3562,0.6278,0.6829,26.7437,1113.5096,2227.6867,306.7337,1058.7978,290.6746,79.4677,162.1636,37.4717,223.567,26.9654,79.5789,12.5947,87.2533,5.3743,0.973,2.2117,0.6035,11.4348,2812.3966,0.5892,1889.8006,3684.1605,11.0425,7991.3912,41.094,3.4352,4.6769,74.2579,787.6012,2.028,6.7893,14.5332,1744.0676,0.5282,1.2155,2.7127,4.0572,5.2528,13.8087,,,214.6357,614.3877,04-18-2023
99,18.0980494930413,18.181066401293,18.2640833095448,2017.0210785085,2016.99696611927,2016.97285373004,5.3995,0.1297,1.1165,7.8678,480.1704,1.7773,0.2742,0.2286,0.3958,14.0011,680.9798,1416.3757,206.8144,664.1233,167.8733,63.5387,93.0651,24.9489,134.7064,21.581,73.3953,5.9301,35.2458,4.3259,0.717,0.9781,0.3672,5.3093,667.9781,1.2809,1142.4631,2980.5348,6.2607,4019.5176,32.4133,1.2815,2.8553,29.2588,386.0473,0.734,3.2303,7.4452,4145.3976,0.2555,0.7691,1.4343,1.6839,3.0507,1.953,,,110.7169,1479.6223,04-18-2023
100,18.2640833095448,18.3458432089615,18.4276031083783,2016.97285373004,2016.94910644096,2016.92535915189,11.1937,0.1853,12.9556,18.3935,4775.6296,2.3167,0.3223,0.4723,1.9,57.3215,6895.187,14182.3005,1778.7226,6800.339,1289.5048,325.5264,1376.6072,191.376,959.7114,196.1131,580.5668,93.0903,630.4291,96.5887,1.2123,2.1893,0.6482,10.9122,4092.4947,1.7068,6599.0447,4422.3187,9.7783,18765.0984,155.1586,7.7224,10.5801,160.2997,3866.1554,2.3263,28.8962,114.8454,300.7671,1.8842,3.8699,3.9288,2.1724,5.5699,8.2719,,,179.6884,716.3847,04-18-2023
101,18.4276031083783,18.5141393642844,18.6006756201904,2016.92535915189,2016.9002245627,2016.8750899735,6.8206,0.1112,3.8511,10.0273,903.7928,1.7407,0.2772,0.2639,0.866,33.5231,1291.0107,2863.464,399.2151,1210.7581,340.1913,111.3457,322.9844,37.1994,187.407,38.5114,93.5094,10.5441,102.9765,14.8097,0.818,1.4998,0.3989,5.1498,4170.7758,1.043,2467.3234,4597.4703,6.0555,13204.4753,66.2622,3.1333,11.8001,51.0645,1420.2214,1.8842,5.8685,14.218,148.8353,0.5306,1.2684,4.5212,1.3819,3.6622,3.3494,,,82.5851,216.1643,04-18-2023
102,18.6006756201904,18.696459072971,18.7922425257515,2016.8750899735,2016.84726952169,2016.81944906988,4.9268,0.0741,0.3387,5.2091,588.6643,1.5748,0.3487,0.2745,0.1612,12.2532,135.5251,221.835,79.5777,241.4199,80.724,49.6058,10.0362,20.0487,130.5739,22.0915,71.8397,9.5187,36.4553,7.9952,0.4164,0.2779,0.3201,4.7263,1026.0453,0.5293,915.4885,756.7856,11.0601,3969.8692,22.2953,0.5569,5.6929,16.6071,180.8602,0.5666,1.6456,13.4468,198.4228,0.2236,0.9138,1.029,1.0919,3.1059,3.0339,,,44.556,346.7972,04-18-2023
103,18.7922425257515,18.8961212628758,19,2016.81944906988,2016.78927733023,2016.75910559058,7.9691,0.0556,3.5123,6.9912,572.1853,1.6728,0.6517,0.278,0.7229,20.0704,615.3747,1080.2379,195.6159,660.5106,207.4866,70.5076,207.1347,28.2184,145.0379,32.0958,68.744,6.9554,71.5301,2.7533,0.493,1.9008,0.3149,3.2007,799.5032,0.5649,1667.8046,5242.2478,7.0933,4466.3534,82.778,2.0687,3.3423,25.167,983.8057,0.4292,3.8589,14.3027,290.9748,0.5183,1.3966,1.216,2.6104,3.7054,8.1758,,,47.7757,540.4828,04-18-2023
