Top Depth,Bot Depth,Mid Depth,MSA,Chloride,Nitrate,Sulfate,Sodium,Ammonium,Potassium,Magnesium,Calcium,Sr88(LR),Cd111(LR),Cs133(LR),Ba137(LR),La139(LR),Ce140(LR),Pr141(LR),Pb208(LR),Bi209(LR),U238(LR),As75(LR),Li7(LR),Al27(MR),S32(MR),Ca44(MR),Ti47(MR),V51(MR),Cr52(MR),Mn55(MR),Fe56(MR),Co59(MR),Cu63(MR),Zn66(MR),As75(HR),K39(HR),Na23(MR),Mg24(MR),Cu No Volcs
33.31310059,33.40839425,33.36074742,1.02,4.84,23.17,54.16,6.38,12.27,2.8,1.83,5.78,35.283,4.973,1.197,32.409,1.424,3.141,0.412,39.268,0.758,420.177,9.389,5.552,5.084,9.038,4.499,122.382,5.473,5.128,105.685,2.207,2.248,17.282,446.127,9.726,2.542,4.316,2.987,17.282
33.40839425,33.50507048,33.45673237,0.24,4.54,28.83,45.22,2.11,11.77,1.05,0.78,2.57,16.377,2.523,0.534,11.706,0.476,1.215,0.137,33.468,0.582,418.224,5.623,2.194,3.112,12.198,1.997,56.071,2.301,1.126,45.673,0.647,1.078,11.818,255.293,4.725,0.644,2.715,2.76,11.818
33.50507048,33.60253983,33.55380516,0.43,5.15,41.45,54.04,1.66,13.28,1.08,0.62,2.64,47.525,4.289,0.853,39.698,0.764,1.563,0.186,96.658,0.622,1014.075,6.93,2.884,3.794,17.358,12.496,45.871,2.575,5.587,94.99,1.256,5.577,14.6,198.813,6.496,1.36,3.06,3.22,14.6
33.60253983,33.69539253,33.64896618,0.99,7.17,52.06,94.74,2.06,17.89,1.45,0.88,3.61,91.009,2.748,0.951,40.65,1.159,2.454,0.306,67.657,0.507,851.464,8.462,2.923,4.01,27.501,5.119,73.684,3.541,3.387,68.655,1.517,1.614,17.383,142.333,8.163,2.077,3.404,2.379,17.383
33.69539253,33.78421507,33.7398038,0.97,5.59,50.71,102.43,1.09,35.58,2.61,0.83,3.49,70.395,2.601,1.045,10.17,1.905,4.572,0.574,52.914,0.519,812.137,8.687,4.418,5.377,21.811,2.895,139.663,4.826,3.68,87.801,2.176,1.858,15.145,80.394,8.997,3.317,2.33,2.058,15.145
33.78421507,33.87838045,33.83129776,0.94,2.63,16.18,21.66,1.62,4.86,0.82,0.53,1.53,53.425,1.35,0.295,35.93,1.428,0.396,0.052,16.809,0.089,313.876,3.15,2.329,2.1,17.229,0.686,78.386,0.333,0.241,22.474,0.454,0.926,7.189,152.907,2.913,0.536,1.684,1.398,7.189
33.87838045,33.96696136,33.92267091,1.56,7.93,72.88,61.9,1.13,35.59,1.1,0.92,4.65,36.456,2.028,1.168,394.884,1.755,3.897,0.433,36.248,0.367,774.288,6.344,4.908,5.23,18.206,4.117,132.752,3.868,5.492,73.445,1.889,1.973,13.404,146.116,6.392,2.087,2.267,2.621,13.404
33.96696136,34.06433437,34.01564787,3.49,2.95,35.98,21,0.58,14.27,0.54,0.65,3.27,21.291,1.3,0.508,244.288,0.344,0.847,0.102,18.547,0.121,412.377,2.963,1.796,3.451,4.362,1.852,31.379,1.165,1.26,42.578,0.779,0.968,6.116,87.566,3.267,0.479,1.195,3.001,6.116
34.06433437,34.16513886,34.11473662,3.26,3.5,57.34,23.67,0.35,12.87,0.55,0.36,1.69,19.376,1.437,1.219,343.644,0.382,0.912,0.108,26.715,0.168,1129.037,3.832,1.763,7.641,6.844,1.032,40.781,0.89,1.522,33.937,0.69,0.877,12.01,121.4,3.996,4.243,1.257,3.121,12.01
34.16513886,34.24966032,34.20739959,2.67,19.72,206.93,77.29,1.95,22.5,1.9,1.24,5.99,38.224,3.161,1.436,397.373,3.923,6.971,1.23,91.276,0.474,970.306,9.75,6.373,5.936,22.002,4.798,153.003,5.755,5.064,127.441,2.513,2.424,30.07,425.083,10.455,3.148,4.516,3.329,30.07
34.24966032,34.34326382,34.29646207,4.76,11.62,113.14,113.29,4.17,22.54,4.33,1.42,5.89,29.485,2.381,1.124,289.7,1.455,3.713,0.482,56.45,0.248,1586.786,10.381,6.118,6.16,26.438,2.802,179.361,6.267,4.028,209.999,3.374,3.217,22.306,657.44,9.476,3.786,3.544,3.26,22.306
34.34326382,34.44449076,34.39387729,5.92,6.64,68.45,72.87,1.32,15.25,4.24,0.65,3.68,45.871,2.643,7.952,375.207,5.038,12.825,1.694,75.621,0.451,2722.105,14.289,27.619,14.083,22.066,5.684,779.235,13.688,9.146,335.408,8.908,5.555,31.189,474.111,15.279,8.546,4.261,3.659,31.189
34.44449076,34.53389466,34.48919271,4.47,6.19,97.32,44.42,1.01,28.51,3.96,0.71,3.25,62.258,2.904,14.779,460.714,8.62,21.938,2.905,94.792,0.654,3857.425,18.198,49.121,22.006,17.694,8.565,1379.109,21.11,14.263,460.816,14.442,7.894,40.072,290.782,21.081,13.305,4.978,4.057,40.072
34.53389466,34.63536881,34.58463173,5.95,13.21,165.37,105.69,0.98,30.83,4.09,1.44,7.11,69.777,2.347,8.165,359.53,4.96,12.552,1.655,64.749,0.466,2561.107,14.409,28.438,16.547,16.392,6.935,784.228,16.849,10.031,390.593,9.373,7.592,30.725,209.338,15.862,8.504,4.067,4.26,30.725
34.63536881,34.71930899,34.6773389,4.22,5.06,58.91,45.42,1.47,12.06,1.68,0.99,3.37,77.297,1.79,1.551,258.347,1.299,3.166,0.405,34.705,0.278,1264.789,10.619,7.755,11.088,15.09,5.306,189.348,12.589,5.8,320.369,4.304,7.29,21.379,127.894,10.642,3.703,3.157,4.463,21.379
34.71930899,34.79792792,34.75861846,2.59,9.71,70.85,71,2.29,23.1,2.65,1.55,11.56,172.653,4.255,4.059,367.413,5.912,13.853,1.654,86.936,1.04,1749.637,20.874,32.482,26.09,22.426,23.005,887.781,40.55,25.83,609.956,16.596,13.089,35.544,258.786,22.373,8.09,8.009,12.617,35.544
34.79792792,34.8991939,34.84856091,1.03,23.19,176.29,92.26,4.46,34.24,5.25,4.93,35.24,268.009,6.721,6.568,476.479,10.526,24.541,2.903,139.167,1.801,2234.485,31.129,57.208,41.092,29.762,40.705,1586.214,68.511,45.86,899.543,28.889,18.889,49.71,389.679,34.104,12.476,12.86,20.77,49.71
34.8991939,35.01288151,34.9560377,0.24,11.02,71.47,45.68,5.15,11.63,1.7,2.63,12.47,76.135,3.115,2.542,208.481,2.142,4.704,0.543,29.696,0.746,515.623,9.872,12.539,9.151,12.169,10.79,265.161,10.68,8.094,200.539,4.718,4.028,23.038,163.575,7.955,2.708,7.375,5.096,23.038
35.01288151,35.10690509,35.0598933,0.03,21.72,90.73,61.44,12.07,0.93,1.14,2.33,13.79,74.052,2.565,3.958,254.304,1.996,4.856,0.577,41.836,0.606,519.712,10.516,13.881,11.097,15.504,11.806,199.568,16.097,9.651,202.009,5.232,4.156,22.269,132.353,11.08,3.327,14.11,6.699,22.269
35.10690509,35.21074024,35.15882266,0.03,13.14,21.65,14.61,6.79,9.7,1.05,1.23,2.3,13.669,1.107,0.267,125.637,0.107,0.241,0.025,13.184,0.162,270.408,3.929,1.918,2.358,2.798,1.426,36.473,1.254,2.074,36.821,0.572,1.163,6.244,38.595,4.183,0.256,5.621,1.561,6.244
35.21074024,35.29684486,35.25379255,0.06,6,30.78,12.92,2.72,10.06,1.07,0.72,1.67,8.23,1.455,0.145,158.599,0.059,0.105,0.008,7.631,0.178,127.745,2.706,1.135,1.874,3.838,0.43,96.704,0.081,2.027,27.115,0.148,0.92,8.582,74.675,2.871,0.151,3.055,1.401,8.582
35.29684486,35.4012779,35.34906138,0.08,9.1,32.21,19.67,5.66,8.04,2.22,1.35,3.28,38.551,2.221,2.266,337.386,6.375,15.267,1.905,18.578,0.338,8004.372,12.222,14.115,15.798,4.333,3.568,671.939,22.545,21.287,271.702,9.898,10.717,37.028,288.46,12.413,4.695,9.461,4.359,37.028
35.4012779,35.50406479,35.45267135,0.1,8.67,30.48,32.12,5.13,8.3,1.55,1.29,3.75,91.224,2.326,5.765,431.144,2.791,7.219,0.859,25.301,0.36,12376.214,15.023,11.1,15.104,19.318,15.22,290.854,11.385,8.252,540.913,6.93,10.241,23.79,124.888,14.935,8.234,35.831,5.731,23.79
35.50406479,35.61626591,35.56016535,0.12,8.23,28.75,44.57,4.59,8.56,0.89,1.22,4.23,35.061,1.474,1.314,227.585,1.096,2.617,0.305,18.9,0.299,793.184,7.915,4.832,7.118,13.217,4.427,124.636,5.339,8.37,99.497,5.301,2.729,15.631,98.225,8.163,1.448,7.282,2.553,15.631
35.61626591,35.71186486,35.66406539,0.46,9.4,21.69,47.14,6.2,7.93,0.93,1.3,3.88,22.936,1.331,0.787,179.084,1.263,3.167,0.333,14.081,0.23,940.905,5.809,2.919,4.688,10.991,2.909,136.028,3.667,2.454,58.909,1.832,2.443,14.851,56.828,5.621,1.127,6.73,2.092,14.851
35.71186486,35.81436549,35.76311518,0.51,3.6,21.75,38.66,2.09,9.53,0.87,0.64,1.47,10.886,1.272,0.378,151.51,0.346,0.732,0.108,12.278,0.151,507.899,5.063,4.143,2.832,9.133,0.875,37.802,1.818,1.513,32.073,1.286,1.316,12.01,72.536,4.517,0.47,2.236,1.925,12.01
35.81436549,35.90430929,35.85933739,0.7,4.1,41.83,21.11,1.27,8.86,0.62,0.57,2.77,12.746,1.02,0.481,158.569,1.037,2.124,0.263,11.102,0.125,346.633,3.33,6.024,2.963,4.283,1.522,83.972,3.132,2.889,63.755,1.186,1.352,12.01,94.45,3.017,0.98,3.666,1.819,12.01
35.90430929,36.00230294,35.95330612,2.98,6.63,28.17,60.37,5.44,10.76,3.62,1.63,4.42,30.708,1.914,2.178,247.277,1.234,2.55,0.329,26.375,0.236,1420.252,8.404,9.307,7.221,20.665,4.015,192.659,6.55,4.795,140.068,3.223,3.796,21.315,423.037,8.518,4.129,4.915,3.581,21.315
36.00230294,36.10051482,36.05140888,4.69,2.3,23.96,26.01,0.61,5.18,0.53,0.47,1.14,10.73,1.18,1.35,162.374,0.564,1.112,0.108,9.678,0.132,834.283,4.193,11.401,5.244,5.606,1.27,322.426,4.307,8.188,68.239,2.863,1.45,16.466,179.949,4.642,1.445,1.471,4.152,16.466
36.10051482,36.20682237,36.15366859,4.04,1.2,15.93,23.24,0.01,6.45,0.66,0.42,1.19,5.778,1.405,0.105,148.967,0.164,0.261,0.043,6.426,0.091,1841.054,2.893,1.348,2.328,5.236,0.221,11.799,0.155,0.533,20.331,0.272,0.889,13.156,226.79,3.392,0.113,0.813,2.059,13.156
36.20682237,36.31424657,36.26053447,3.58,1.12,10.42,19.47,0.56,5.1,0.61,0.46,1.8,6.445,1.116,0.248,160.34,0.177,0.342,0.052,6.168,0.108,270.408,2.333,1.684,3.376,4.53,0.485,88.026,1.365,14.659,32.229,0.499,1.358,17.786,381.255,2.767,0.795,1.637,1.946,17.786
36.31424657,36.44318074,36.37871366,1.88,3.01,35.54,32.74,0.5,7.66,0.7,0.33,1.58,7.403,1.139,0.297,173.539,0.136,0.321,0.035,9.895,0.113,255.491,2.384,1.915,3.324,6.483,0.357,77.458,0.912,0.96,24.746,0.44,4.51,11.451,185.485,2.85,0.417,1.051,1.559,11.451
36.44318074,36.5261941,36.48468742,0.59,6.53,76.51,32.82,1.04,12.41,1.11,0.83,6.41,88.424,2.844,2.919,417.892,4.25,8.798,1.269,37.001,0.625,1628.447,12.937,18.81,21.221,14.136,17.624,488.349,16.897,13.963,352.554,7.513,10.242,16.007,203.277,10.351,7.325,8.028,4.33,16.007
36.5261941,36.6339961,36.5800951,0.32,13.88,101.46,36.94,0.87,21.07,1.74,1.18,6.31,45.234,1.611,1.764,301.405,1.803,4.081,0.511,21.129,0.284,856.039,7.908,7.051,14.412,6.329,5.498,318.262,4.945,4.313,108.056,2.563,3.607,20.563,221.069,8.101,4.565,3.503,4.152,20.563
36.6339961,36.7372073,36.6856017,0.59,3.81,40.57,30.33,0.86,8.17,0.76,0.65,2.79,23.849,1.139,0.945,227.203,0.885,1.856,0.241,18.101,0.311,673.205,7.303,7.582,8.536,9.646,2.22,110.146,7.493,260.596,125.711,4.967,3.058,18.813,180.245,7.35,1.562,2.056,5.731,18.813
36.7372073,36.83371786,36.78546258,0.48,20.34,112.95,85.79,2.98,25.51,2.22,2.73,14.78,134.761,2.957,5.182,395.741,9.491,21.741,2.585,81.235,1.253,1538.758,20.157,34.858,30.074,19.158,18.055,742.006,36.876,154.13,476.617,17.419,9.977,35.321,226.153,18.654,8.678,8.615,11.589,35.321
36.83371786,36.92996702,36.88184244,1.16,26.87,88.23,99.45,14.89,21.38,2.77,5.38,33.17,245.674,4.776,9.419,564.278,18.097,41.626,4.93,144.369,2.195,2404.31,33.01,62.135,51.611,28.67,33.89,1373.866,66.259,47.663,827.523,29.872,16.895,51.828,272.061,29.957,15.794,15.173,17.447,51.828
36.92996702,37.02573889,36.97785295,1.06,7.28,35.04,66.04,6.08,14.4,2.14,4.8,31.03,230.459,3.776,6.837,445.899,18.069,39.069,4.7,93.555,1.536,1819.76,27.162,36.768,39.135,18.572,32.367,1023.95,48.326,37.37,689.499,23.935,14.01,35.891,263.414,27.54,11.569,11.11,16.043,35.891
37.02573889,37.12287463,37.07430676,0.21,12.14,47.16,89.2,7.68,14.45,2.8,4.83,25.93,143.413,3.161,3.04,299.8,3.851,8.687,1.034,53.649,1.14,719.635,16.401,18.508,16.028,24.229,23.806,405.976,22.328,17.68,335.936,9.485,7.083,27.906,134.005,17.643,5.19,7.655,8.949,27.906
37.12287463,37.21669162,37.16978312,0.2,25.68,56.2,117.53,14.59,12.23,2.53,4.66,17.24,122.586,3.624,2.783,532.007,4.485,10.084,1.115,71.708,1.307,571.103,14.92,13.531,16.027,35.84,17.551,330.134,17.224,15.315,243.954,6.444,5.119,43.171,150.189,14.726,10.111,17.067,7.677,43.171
37.21669162,37.31995361,37.26832261,0.13,7.59,25,39.61,7.3,8.45,1.05,2.22,11.42,63.336,1.698,4.983,187.286,2.973,6.613,0.795,27.538,0.367,473.132,10.155,18.084,9.491,10.819,9.593,178.147,10.635,10.719,160.046,5.134,4.131,20.068,150.77,7.642,2.502,12.742,5.911,20.068
37.31995361,37.40890039,37.364427,0.06,23.37,22.5,61.88,16.6,6.71,1.47,2.39,6.08,37.37,1.414,0.811,152.444,1.412,2.906,0.324,23.076,0.137,190.989,3.775,4.317,4.262,17.938,4.64,287.944,4.388,2.652,74.337,1.084,1.596,14.246,82.333,2.746,0.965,15.469,5.037,14.246
37.40890039,37.47,37.43945019,0.06,9.16,20.93,67.4,6.95,6.71,1.24,1.2,2.93,21.107,1.904,0.509,144.292,0.741,1.442,0.243,21.837,0.106,351.068,3.524,2.447,4.877,19.872,2.169,55.575,3.846,4.123,67.955,0.925,1.711,23.744,141.659,2.85,0.825,7.858,5.203,23.744
37.5,37.59217385,37.54608693,0.06,5.69,23.82,30.8,4.13,6.86,1.46,0.95,3.22,15.647,1.535,0.425,133.717,0.558,2.623,0.288,18.72,0.099,398.721,3.347,1.378,3.727,8.027,2.192,46.644,2.327,2.443,47.746,0.751,4.058,20.514,135.6,8.58,1.487,5.136,4.363,20.514
37.59217385,37.70422078,37.64819732,0.08,2.73,19.71,14.78,1.37,6.61,0.52,0.46,1.42,10.187,1.166,0.342,123.143,0.376,0.806,0.088,8.399,0.091,636.426,3.169,0.31,2.577,2.376,2.215,37.713,0.808,0.763,27.537,0.576,0.786,17.283,129.54,0.454,0.09,3.784,2.148,17.283
37.70422078,37.80924613,37.75673345,0.06,11.72,51.5,47.39,6.33,5.97,0.86,1.32,5.6,47.524,2.4,2.496,255.186,1.857,3.646,0.511,27.722,0.17,1928.035,15.996,7.805,8.429,18.548,11.227,225.937,8.689,9.739,272.807,4.642,5.918,50.002,139.453,13.997,1.042,7.352,4.24,50.002
37.80924613,37.91226449,37.86075531,0.1,36.09,48.91,63.46,21.03,5.91,1.22,2.75,3.87,32.756,1.992,3.055,198.604,1.132,2.419,0.338,26.39,0.403,631.132,8.346,17.624,7.204,15.15,3.224,332.218,8.303,8.726,153.104,5.215,5.4,42.191,135.311,5.038,1.671,22.719,5.313,42.191
37.91226449,38.00920098,37.96073274,0.09,7.23,38.96,53.73,4.28,8.16,0.87,1.28,5.42,29.3,2.431,1.767,180.686,1.166,2.713,0.301,25.381,0.55,584.947,8.514,6.351,5.411,13.893,4.144,140.121,6.795,4.946,99.987,2.552,2.205,17.482,143.306,6.809,1.367,5.302,4.57,17.482
38.00920098,38.08356042,38.0463807,0.09,5.37,26.38,40.37,3.42,7.47,0.76,1.01,4.16,27.764,2.5,1.524,151.553,1.083,2.653,0.316,26.223,0.418,466.152,8.52,6.131,4.886,13.402,3.877,93.49,5.666,3.648,85.516,1.921,2.162,16.099,141.082,7.851,1.463,4.547,3.729,16.099
38.08356042,38.14860233,38.11608137,0.11,6.32,54.66,129.03,5.46,19.81,1.73,2.68,18.74,95.492,7.927,4.848,224.911,7.043,17.33,1.877,77.788,1.164,792.219,22.905,14.59,14.533,29.529,15.656,256.286,16.199,12.863,220.285,6.259,4.875,21.205,172.684,23.373,3.957,7.691,5.066,21.205
38.14860233,38.22207503,38.18533868,0.45,2.96,23.45,32.27,1.44,6.71,0.6,0.84,7.22,28.021,2.528,1.319,133.886,0.76,1.797,0.207,21.898,0.333,168.004,6.215,5.418,5.069,6.934,3.985,88.309,4.804,4.052,62.923,1.771,1.973,11.341,67.208,7.372,1.076,2.222,2.296,11.341
38.22207503,38.31290824,38.26749163,0.6,4.13,46.43,66.45,1.1,13.93,0.98,0.82,4.52,31.157,2.299,1.348,204.436,0.855,1.847,0.222,46.334,0.571,873.19,15.629,5.731,5.61,17.368,4.719,124.508,5.703,12.997,76.379,1.881,1.791,18.381,122.265,17.018,2,2.322,2.82,18.381
38.31290824,38.40495311,38.35893068,1.11,6.34,58.13,54.96,1.11,8.8,0.95,0.64,2.75,15.741,1.95,0.951,152.792,0.303,0.663,0.089,32.274,0.234,517.565,6.775,3.181,4.118,12.043,1.874,55.965,2.657,4.748,43.524,0.817,1.06,12.963,110.443,5.663,1.101,2.405,1.689,12.963
38.40495311,38.48711853,38.44603582,0.8,9.74,89.54,129.34,1.5,10.09,0.89,0.89,3.6,22.916,2.239,0.501,195.064,0.977,1.869,0.233,62.759,0.242,521.403,6.137,3.659,4.061,28.696,3.745,73.649,2.895,5.2,95.575,0.97,1.577,23.863,424.011,6.788,1.464,2.595,2.244,23.863
38.48711853,38.57024396,38.52868124,1.78,5.7,54.95,49.23,1.43,6.42,0.85,0.57,1.79,13.492,1.231,0.359,130.052,0.487,1.096,0.147,24.228,0.149,1323.89,5.384,2.058,4.328,10.663,1.58,81.321,1.721,7.437,41.949,0.733,0.926,12.267,103.46,5.892,0.55,4.064,1.379,12.267
38.57024396,38.66732532,38.61878464,1.03,14.69,76.67,73.75,3.23,7.11,3.8,2.25,3.75,12.847,2.267,1.168,141.954,10.228,21.843,2.654,31.067,0.239,985.809,5.05,6.753,3.231,13.987,1.506,144.502,2.82,5.294,57.065,1.354,1.657,31.949,450.194,5.059,1.448,3.318,1.457,31.949
38.66732532,38.77518181,38.72125356,2.74,6.63,88.11,40.63,0.81,7.66,0.64,0.58,4.38,24.976,1.634,1.053,195.37,0.849,1.743,0.242,29.137,0.143,1267.982,14.295,7.296,7.816,8.14,1.976,405.67,6.78,4.875,101.342,9.226,4.314,25.715,219.903,13.809,0.792,1.987,1.99,25.715
38.77518181,38.88421639,38.8296991,2.71,32.37,132.71,82.4,0.53,23.46,1.57,0.28,1.89,10.978,2.124,0.377,237.239,2.222,6.776,0.971,71.038,0.428,1574.366,5.114,3.361,3.963,20.44,1.047,16.851,0.497,0.984,23.76,0.881,0.926,31.573,118.395,4.746,1.789,0.983,2.419,31.573
38.88421639,38.98313769,38.93367704,3.13,10.18,120.79,63.45,1.26,38.39,2.01,0.4,2.94,11.272,1.515,0.492,148.456,3.299,9.428,1.271,40.536,0.339,2182.477,4.013,3.125,3.673,12.496,1.466,31.824,0.882,1.806,29.59,1.094,0.767,22.314,88.533,4.017,2.198,1.657,1.785,22.314
38.98313769,39.07545388,39.02929579,3.4,6.68,65.14,38.9,2.36,6.16,0.73,0.42,1.68,4.237,0.919,0.185,105.537,0.2,0.477,0.049,11.1,0.112,470.484,3.356,2.101,2.499,8.359,0.467,12.957,0.267,0.344,33.234,0.308,0.633,12.579,37.438,2.942,0.155,1.899,3.024,12.579
39.07545388,39.16464783,39.12005086,1.29,7.2,95.68,58.24,1.44,19.06,1.81,0.71,3.62,30.266,1.707,1.654,190.876,1.663,3.859,0.521,29.67,0.236,883.905,14,11.185,9.51,15.288,3.667,462.366,8.659,5.635,108.994,4.25,3.149,19.362,94.059,14.935,3.111,2.982,2.999,19.362
39.16464783,39.28205852,39.22335318,2.04,9.2,81.94,75.86,3.03,16.96,1.83,2.02,10.61,85.411,2.523,2.628,303.887,2.748,5.861,0.728,45.409,0.634,859.384,15.635,16.148,17.2,20.861,12.216,650.609,22.767,15.631,281.516,9.127,9.887,24.505,265.477,15.977,5.374,5.785,5.268,24.505
39.28205852,39.37036172,39.32621012,2.26,4.81,49.36,98.56,2.77,21.48,2.75,2.95,19.06,171.342,3.977,4.147,356.746,6.88,15.895,1.839,79.571,2.101,956.783,29.088,23.337,31.896,29.083,25.455,1296.666,49.27,33.257,460.765,16.798,11.632,26.803,243.658,31.395,10.629,8.281,11.901,26.803
39.37036172,39.46347079,39.41691626,2.08,14.21,37.19,78.92,9.21,14.79,2.8,4.85,24.07,85.096,3.028,1.693,194.682,2.339,8.449,0.694,48.295,0.978,250.164,14.926,16.699,2.907,15.289,13.722,226.514,16.601,12.17,222.687,9.032,4.767,29.101,108.746,14.531,2.729,,,29.101
39.46347079,39.55698211,39.51022645,0.75,9.54,32.51,39.63,5.48,2.06,1.36,1.96,7.92,29.923,2.696,0.984,133.699,0.526,2.012,0.183,26.803,0.506,80.96,4.72,19.647,0.957,9.271,5.504,70.986,3.903,3.989,69.625,2.337,1.591,48.422,165.069,5.23,1.075,,,48.422
39.55698211,39.627,39.59199105,0.17,35.72,34.67,28.11,20.77,5.85,1.87,2.81,6.27,34.642,3.521,0.993,130.513,0.308,1.203,0.097,25.849,0.387,98.057,5.811,13.451,0.703,7.917,4.524,45.881,2.709,3.194,62.137,1.791,1.531,45.212,259.496,5.953,1.257,,,45.212
39.627,39.74414176,39.68557088,0.13,20.39,33.39,29.59,11.86,5.2,1.45,1.88,4.28,29.998,4.624,0.863,214.408,0.561,1.828,0.173,13.468,0.402,129.786,5.298,15.893,0.879,7.489,3.394,56.075,7.464,5.181,70.53,1.863,2.48,42.001,320.048,5.463,3.402,,,42.001
39.74414176,39.85159378,39.79786777,0.08,5.06,32.11,31.08,2.94,4.54,1.02,0.94,2.28,8.784,2.14,0.209,103.684,0.02,0.269,0.026,4.715,0.172,37.503,1.417,15.495,0.431,6.541,1.677,19.537,0.798,1.534,11.912,0.462,1.002,15.891,94.75,1.463,0.486,,,15.891
39.85159378,39.95980509,39.90569943,0.19,19.12,23.04,25.92,11.5,0.75,1.41,1.87,3.19,2.499,1.797,0.419,90.952,0.074,0.316,0.03,6.641,0.242,56.621,3.213,17.647,0.371,6.872,1.182,30.682,1.196,4.532,6.547,0.596,0.473,16.783,64.199,2.079,0.477,,,16.783
39.95980509,40.07094087,40.01537298,0.29,6.32,34.91,39.13,3.13,1.73,0.91,1,2.87,11.982,1.893,0.471,107.426,0.472,1.822,0.141,14.54,0.357,65.173,7.303,13.884,0.82,7.968,1.959,56.857,2.55,5.24,32.296,1.349,0.952,20.011,131.951,8.443,0.951,,,20.011
40.07094087,40.17734921,40.12414504,1.03,2.55,31.65,19.05,0.83,6.26,0.6,0.91,4.3,12.589,1.626,0.363,96.83,0.26,0.92,0.071,7.876,0.162,42.865,2.428,10.761,0.717,5.09,3.008,38.675,9.13,2.314,25.597,1.014,0.982,12.817,126.424,1.696,0.576,,,12.817
40.17734921,40.29638065,40.23686493,3,3.41,40.09,21.93,1.67,1.43,1.05,0.68,3.31,11.2,1.454,0.249,107.984,0.091,0.374,0.03,9.457,0.214,43.881,2.732,12.059,0.631,6.775,2.383,34.003,13.708,2.314,21.205,0.954,0.652,14.868,168.018,2.23,0.425,,,14.868
40.29638065,40.39455922,40.34546994,4.12,8.12,20.85,40,4.91,1.39,1.36,0.97,2.59,11.591,1.465,0.54,113.982,0.423,1.538,0.18,22.075,0.217,465.754,4.191,6.709,0.857,8.107,4.196,120.408,6.055,3.889,64.236,2.305,1.441,32.118,384.284,4.06,0.935,,,32.118
40.39455922,40.50297379,40.4487665,5.51,1.67,24.29,10.88,0.31,6.16,0.6,0.42,2.31,7.793,1.422,0.507,84.96,0.265,0.967,0.113,19.146,0.233,145.43,3.117,7.829,0.944,4.388,2.728,48.976,4.915,4.046,35.656,1.5,0.892,27.418,322.723,3.463,0.511,,,27.418
40.50297379,40.60903124,40.55600251,6.37,2.45,43.48,43.47,0.31,1.39,0.64,0.45,2.06,4.817,1.251,0.312,138.16,0.074,0.373,0.04,13.339,0.193,144.273,2.508,6.496,0.744,9.583,1.26,32.934,1.687,1.761,23.951,0.625,0.782,18.349,261.162,2.123,0.579,,,18.349
40.60903124,40.71547592,40.66225358,3.45,3.83,57.13,29.72,0.37,3.63,0.39,0.46,3.07,1.41,6.285,0.157,94.328,0.048,0.235,0.024,10.049,0.18,65.463,2.828,11.452,0.508,5.152,1.814,31.076,1.289,1.406,34.045,0.614,0.712,14.654,182.739,2.846,0.271,,,14.654
40.71547592,40.82098807,40.76823199,0.33,12.21,129.18,54.48,2.84,12.53,1.77,0.71,2.45,7.177,2.032,0.845,148.374,0.428,2.333,0.142,22.191,0.233,150.49,3.342,7.635,1.036,10.348,1.586,58.996,3.837,2.726,47.708,1.742,1.551,32.583,354.107,4.443,1.225,,,32.583
40.82098807,40.93390236,40.87744521,0.53,4.87,58.8,41.69,0.31,5.98,0.52,0.4,2.04,0.678,1.197,0.265,94.146,0.14,0.319,0.044,11.369,0.155,86.33,1.85,11.106,0.372,7.897,1.258,30.741,1.077,1.193,19.933,0.325,0.413,18.329,158.273,2.336,0.265,,,18.329
40.93390236,41.04895819,40.99143027,0.4,8.8,96.31,54.32,1.46,31.11,3.58,1.1,5.53,38.634,3.36,1.16,271.491,3.827,9.867,0.873,42.246,0.296,333.896,9.341,9.888,1.887,16.556,6.885,270.234,9.96,5.863,322.342,6.914,3.988,35.637,274.768,9.317,4.705,,,35.637
41.04895819,41.16587674,41.10741747,0.45,18.71,138.06,85.01,3.82,77.34,7.38,1.89,13.11,34.809,2.878,1.167,193.537,1.7,6.062,0.526,28.476,0.278,224.807,8.122,7.896,1.507,13.936,5.308,175.014,7.555,6.828,247.622,4.944,3.788,27.244,188.986,8.997,3.006,,,27.244
41.16587674,41.28205262,41.22396468,1.57,19.91,62.94,69.1,8.07,10.62,4.51,3.23,19.33,115.777,2.675,2.187,192.67,2.742,10.165,0.831,50.55,0.787,263.781,13.786,11.371,3.162,18.609,14.22,264.208,17.026,13.095,229.091,11.095,5.556,28.076,186.78,12.594,2.811,,,28.076
41.28205262,41.38516259,41.3336076,1.11,18.56,65.65,82.23,9.28,10.83,2.99,5.56,29.6,112.681,2.418,2.352,178.125,2.83,9.44,0.792,43.492,1.091,605.566,17.542,14.301,2.776,15.992,15.53,240.884,14.874,14.303,264.436,13.304,5.067,23.377,233.166,17.618,2.809,,,23.377
41.38516259,41.49937835,41.44227047,2.27,29.38,52.33,64.54,19.3,10.05,2.36,6.47,32.51,156.038,2.054,6.884,247.738,5.647,18.328,1.539,68.114,0.868,446.339,20.736,18.147,4.972,15.076,21.595,331.032,24.145,20.778,365.364,18.587,7.737,24.769,194.701,22.09,4.308,,,24.769
